Polarity,Review,Polarity_result,Subjectivity_result
1,this wonderful experience made this place a muststop whenever we are in town again,1.0,1.0
-1,if the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people,-0.19999999999999996,0.6666666666666666
1,very very fun chef,0.39,0.26
-1,ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks,-0.12380952380952381,0.1714285714285714
1,great place to have a couple drinks and watch any and all sporting events as the walls are covered with tvs,0.8,0.75
-1,if it were possible to give them zero stars theyd have it,0.0,1.0
-1,the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell none of the rolls had sauces on them,0.0,0.0
1,id say that would be the hardest decision honestly all of ms dishes taste how they are supposed to taste amazing,0.6000000000000001,0.9
-1,if she had not rolled the eyes we may have stayed not sure if we will go back and try it again,-0.125,0.4444444444444444
1,everyone is very attentive providing excellent customer service,0.76,1.0
-1,horrible  dont waste your time and money,-0.6,0.5
1,now this dish was quite flavourful,0.0,0.0
-1,by this time our side of the restaurant was almost empty so there was no excuse,-0.037500000000000006,0.275
-1,it wasnt busy either also the building was freezing cold,-0.25,0.65
-1,like the other reviewer said you couldnt pay me to eat at this place again,-0.125,0.375
-1,drinks took close to  minutes to come out at one point,0.0,0.0
1,seriously flavorful delights folks,-0.3333333333333333,0.6666666666666666
1,much better than the other ayce sushi place i went to in vegas,0.1875,0.4375
1,the lighting is just dark enough to set the mood,-0.075,0.45
-1,based on the subpar service i received and no effort to show their gratitude for my business i wont be going back,0.0,0.0
1,owners are really great people,0.8,0.75
-1,there is nothing privileged about workingeating there,0.0,0.0
1,the greek dressing was very creamy and flavorful,0.1,0.15
-1,overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too,0.125,0.25
1,now the pizza itself was good the peanut sauce was very tasty,0.44999999999999996,0.45000000000000007
1,we had  at our table and the service was pretty fast,0.225,0.8
1,fantastic service here,0.4,0.9
-1,i as well wouldve given godfathers zero stars if possible,0.0,1.0
1,they know how to make them here,0.0,0.0
-1,very tough and very short on flavor,-0.25277777777777777,0.6950000000000001
1,i hope this place sticks around,0.0,0.0
-1,i have been in more than a few bars in vegas and do not ever recall being charged for tap water,0.15,0.3
1,the restaurant atmosphere was exquisite,1.0,1.0
1,good service very clean and inexpensive to boot,0.5883333333333334,0.7550000000000001
1,the seafood was fresh and generous in portion,0.3,0.5
1,plus its only  bucks,0.0,1.0
-1,the service was not up to par either,0.0,0.0
1,thus far have only visited twice and the food was absolutely delicious each time,0.3666666666666667,1.0
1,just as good as when i had it more than a year ago,0.6,0.55
-1,for a self proclaimed coffee cafe i was wildly disappointed,-0.75,0.75
1,the veggitarian platter is out of this world,0.0,0.0
1,you cant go wrong with any of the food here,-0.5,0.9
1,you cant beat that,0.0,0.0
1,stopped by this place while in madison for the ironman very friendly kind staff,0.54375,0.775
1,the chefs were friendly and did a good job,0.5375,0.55
-1,ive had better not only from dedicated boba tea spots but even from jenni pho,0.25,0.75
1,i liked the patio and the service was outstanding,0.55,0.8375
1,the goat taco didnt skimp on the meat and wow what flavor,0.1,1.0
-1,i think not again,0.0,0.0
-1,i had the mac salad and it was pretty bland so i will not be getting that again,0.04166666666666667,0.9166666666666667
1,i went to bachi burger on a friends recommendation and was not disappointed,0.375,0.75
-1,service stinks here,-0.6,0.5
-1,i waited and waited,0.0,0.0
-1,this place is not quality sushi it is not a quality restaurant,0.0,0.0
1,i would definitely recommend the wings as well as the pizza,0.0,0.5
1,great pizza and salads,0.8,0.75
-1,things that went wrong  they burned the saganaki,-0.5,0.9
-1,we waited an hour for what was a breakfast i could have done  times better at home,0.5,0.5
1,this place is amazing,0.6000000000000001,0.9
-1,i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,-0.775,0.825
-1,waited  hours  never got either of our pizzas as many other around us who came in later did,0.125,0.2916666666666667
-1,just dont know why they were so slow,-0.30000000000000004,0.39999999999999997
1,the staff is great the food is delish and they have an incredible beer selection,0.8500000000000001,0.825
-1,i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location,-0.20454545454545456,0.4166666666666667
1,i didnt know pulled pork could be soooo delicious,1.0,1.0
1,you get incredibly fresh fish prepared with care,0.3,0.5
-1,before i go in to why i gave a  star rating please know that this was my third time eating at bachi burger before writing a review,0.0,0.0
1,i love the fact that everything on their menu is worth it,0.4,0.35
-1,never again will i be dining at this place,0.0,0.0
1,the food was excellent and service was very good,0.955,0.8900000000000001
1,good beer  drink selection and good food selection,0.7,0.6000000000000001
-1,please stay away from the shrimp stir fried noodles,0.0,0.0
-1,the potato chip order was sad i could probably count how many chips were in that box and it was probably around ,0.0,0.75
-1,food was really boring,-1.0,1.0
1,good servicecheck,0.7,0.6000000000000001
-1,this greedy corporation will never see another dime from me,0.0,0.0
-1,will never ever go back,0.0,0.0
-1,as much as id like to go back i cant get passed the atrocious service and will never return,-0.16666666666666666,0.39999999999999997
1,in the summer you can dine in a charming outdoor patio  so very delightful,0.85,1.0
1,i did not expect this to be so good,0.7,0.6000000000000001
1,fantastic food,0.4,0.9
-1,she ordered a toasted english muffin that came out untoasted,0.0,0.0
1,the food was very good,0.9099999999999999,0.7800000000000001
-1,never going back,0.0,0.0
1,great food for the price which is very high quality and house made,0.504,0.726
-1,the bus boy on the other hand was so rude,-0.2125,0.4875
-1,by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,0.05,0.43333333333333335
1,back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,0.16666666666666666,0.24444444444444446
1,and considering the two of us left there very full and happy for about  you just cant go wrong,0.18874999999999997,0.65375
1,all the bread is made inhouse,0.0,0.0
-1,the only downside is the service,0.0,1.0
-1,also the fries are without a doubt the worst fries ive ever had,-1.0,1.0
1,service was exceptional and food was a good as all the reviews,0.6833333333333333,0.8
1,a couple of months later i returned and had an amazing meal,0.30000000000000004,0.45
1,favorite place in town for shawarrrrrrma,0.5,1.0
1,the black eyed peas and sweet potatoes unreal,0.09166666666666666,0.5416666666666667
1,you wont be disappointed,-0.75,0.75
1,they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,0.47,0.42666666666666675
-1,i go to far too many places and ive never seen any restaurant that serves a  egg breakfast especially for ,0.19999999999999998,0.8333333333333334
-1,when my mom and i got home she immediately got sick and she only had a few bites of salad,-0.3047619047619048,0.6523809523809524
-1,the servers are not pleasant to deal with and they dont always honor pizza hut coupons,-0.36666666666666664,0.9666666666666667
1,both of them were truly unbelievably good and i am so glad we went back,0.39999999999999997,0.5333333333333333
1,we had fantastic service and were pleased by the atmosphere,0.45,0.95
-1,everything was gross,0.0,0.0
1,i love this place,0.5,0.6
1,great service and food,0.8,0.75
-1,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,-0.1880952380952381,0.49682539682539684
-1,the burger i got the gold standard a  burger and was kind of disappointed,-0.05000000000000001,0.5499999999999999
1,omg the food was delicioso,0.0,0.0
-1,there is nothing authentic about this place,0.5,0.75
-1,the spaghetti is nothing special whatsoever,0.35714285714285715,0.5714285714285714
1,of all the dishes the salmon was the best but all were great,0.9,0.525
1,the vegetables are so fresh and the sauce feels like authentic thai,0.4,0.625
1,its worth driving up from tucson,0.3,0.1
-1,the selection was probably the worst ive seen in vegasthere was none,-1.0,1.0
1,pretty good beer selection too,0.475,0.8
1,this place is like chipotle but better,0.5,0.5
1,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,0.3,0.35
1, stars for the brick oven bread app,0.0,0.0
1,i have eaten here multiple times and each time the food was delicious,0.5,0.5
-1,we sat another ten minutes and finally gave up and left,0.0,0.3333333333333333
-1,he was terrible,-1.0,1.0
1,everyone is treated equally special,0.35714285714285715,0.5714285714285714
-1,it shouldnt take  min for pancakes and eggs,0.0,0.0
1,it was delicious,1.0,1.0
1,on the good side the staff was genuinely pleasant and enthusiastic  a real treat,0.5583333333333333,0.6916666666666667
-1,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,-0.20833333333333334,0.5833333333333334
1,as always the evening was wonderful and the food delicious,1.0,1.0
1,best fish ive ever had in my life,1.0,0.3
1,the bathroom is just next door and very nice,0.39,0.5
-1,the buffet is small and all the food they offered was bland,-0.20833333333333331,0.6166666666666667
1,this is an outstanding little restaurant with some of the best food i have ever tasted,0.4375,0.5583333333333333
1,pretty cool i would say,0.3,0.825
-1,definitely a turn off for me  i doubt ill be back unless someone else is buying,-0.16666666666666666,0.5
1,server did a great job handling our large rowdy table,0.5071428571428571,0.5892857142857143
-1,i find wasting food to be despicable but this just wasnt food,0.0,0.0
-1,my wife had the lobster bisque soup which was lukewarm,0.0,0.0
1,would come back again if i had a sushi craving while in vegas,0.0,0.0
1,the staff are great the ambiance is great,0.8,0.75
1,he deserves  stars,0.0,0.0
-1,i left with a stomach ache and felt sick the rest of the day,-0.35714285714285715,0.42857142857142855
-1,they dropped more than the ball,0.5,0.5
1,the dining space is tiny but elegantly decorated and comfortable,0.3,0.7666666666666666
1,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,0.016666666666666663,0.3833333333333333
-1,and the beans and rice were mediocre at best,0.25,0.65
1,best tacos in town by far,0.55,0.65
-1,i took back my money and got outta there,0.0,0.0
1,in an interesting part of town this place is amazing,0.55,0.7
-1,rude  inconsiderate management,-0.3,0.6
-1,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first  minutes,-0.125,0.611111111111111
-1,i wont be back,0.0,0.0
1,they have great dinners,0.8,0.75
1,the service was outshining  i definitely recommend the halibut,0.0,0.5
-1,the food was terrible,-1.0,1.0
-1,will never ever go back and have told many people what had happened,0.25,0.25
-1,i dont recommend unless your car breaks down in front of it and you are starving,-0.15555555555555559,0.2888888888888889
1,i will come back here every time im in vegas,0.0,0.0
-1,this place deserves one star and  has to do with the food,0.0,0.0
-1,this is a disgrace,0.0,0.0
1,def coming back to bowl next time,0.0,0.0
1,if you want healthy authentic or ethic food try this place,0.5,0.625
1,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area,0.16,0.5399999999999999
1,i have been here several times in the past and the experience has always been great,0.18333333333333335,0.3333333333333333
1,we walked away stuffed and happy about our first vegas buffet experience,0.525,0.6666666666666666
1,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,0.48333333333333334,0.8666666666666667
1,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,0.8500000000000001,0.55
-1,im probably one of the few people to ever go to ians and not like it,-0.2,0.1
1,kids pizza is always a hit too with lots of great side dish options for the kiddos,0.8,0.75
1,service is perfect and the family atmosphere is nice to see,0.8,1.0
1,cooked to perfection and the service was impeccable,0.75,0.75
-1,this one is simply a disappointment,-0.6,0.4
-1,overall i was very disappointed with the quality of food at bouchon,-0.48750000000000004,0.48750000000000004
-1,i dont have to be an accountant to know im getting screwed,0.0,0.0
1,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,0.30625,0.625
1,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,0.25,0.6708333333333334
-1,left very frustrated,-0.45499999999999996,0.13
1,ill definitely be in soon again,-0.25,0.75
1,food was really good and i got full petty fast,0.4166666666666666,0.5833333333333334
1,service was fantastic,0.4,0.9
-1,total waste of time,-0.1,0.375
1,i dont know what kind it is but they have the best iced tea,0.8,0.6
1,come hungry leave happy and stuffed,0.8,1.0
-1,for service i give them no stars,0.0,0.0
1,i can assure you that you wont be disappointed,-0.75,0.75
-1,i can take a little bad service but the food sucks,-0.39583333333333326,0.4888888888888889
-1,gave up trying to eat any of the crust teeth still sore,0.0,0.0
-1,but now i was completely grossed out,0.1,0.4
1,i really enjoyed eating here,0.5,0.7
1,first time going but i think i will quickly become a regular,0.19444444444444442,0.3034188034188034
1,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,0.266875,0.525
1,from what my dinner companions told meeverything was very fresh with nice texture and taste,0.495,0.825
-1,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,0.075,0.31607142857142856
-1,furthermore you cant even find hours of operation on the website,0.0,0.0
-1,weve tried to like this place but after  times i think were done with them,0.0,0.0
-1,what a mistake that was,0.0,0.0
1,no complaints,0.0,0.0
1,this is some seriously good pizza and im an expertconnisseur on the topic,0.7,0.6000000000000001
-1,waiter was a jerk,0.0,0.0
-1,strike  who wants to be rushed,0.2,0.1
1,these are the nicest restaurant owners ive ever come across,0.0,0.0
-1,i never come again,0.0,0.0
1,we loved the biscuits,0.7,0.8
1,service is quick and friendly,0.35416666666666663,0.5
-1,ordered an appetizer and took  minutes and then the pizza another  minutes,0.0,0.0
1,so absolutley fantastic,0.4,0.9
-1,it was a huge awkward lb piece of cow that was ths gristle and fat,-0.11111111111111109,0.6888888888888888
1,definitely will come back here again,0.0,0.25
1,i like steiners because its dark and it feels like a bar,-0.15,0.4
1,wow very spicy but delicious,0.43333333333333335,0.7666666666666666
1,if youre not familiar check it out,-0.1875,0.5
-1,ill take my business dinner dollars elsewhere,-0.5,1.0
1,id love to go back,0.25,0.3
