Polarity,Review,Annotation Code,Polarity_result
-1,the new samsung galaxy is not worth it,1,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.1695}"
-1,angelina jolie couldnt save this tragedy of a movie,1.2,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.835}"
-1,the intern cant even print copies,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the banker couldnt even tell me why my account has been frozen,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the nurse couldnt even bandage my wound,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i wish i had not found this place at all,1,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
1,this phone cant be any more innovative,1,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}"
1,the cleaning service cant be any more meticulous and clean,1,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.4522}"
1,my friend didnt lie when he told me i would love this place,1,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8126}"
1,this is usually not my taste but surprisingly i did like it,1,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.7227}"
1,the banker recommended me to not buy this stock and saved me a ton of money,1.2,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.5574}"
1,this bar didnt disappoint me,1.3,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.3089}"
1,the food wasnt too cold or too warm which left me satisfied,1,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
1,i cant believe how pleasant the cashier was,1.2,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4023}"
1,i couldnt express how thankful i was for the policemans help,1,"{'neg': 0.204, 'neu': 0.612, 'pos': 0.184, 'compound': -0.0767}"
-1,i wouldnt enter this restaurant even if someone pays me for it,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i cannot believe that they arent sold out every day,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i wouldnt trade my apple watch for anything else in this world,"1,2,3","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the restaurant isnt bad like others try to make it out to be,1,"{'neg': 0.132, 'neu': 0.689, 'pos': 0.179, 'compound': 0.1877}"
1,chris hemsworth cant be any more charming than in this movie,1.2,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.624}"
