Polarity,Review,Polarity_result
1,big fan stephen king s work,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}"
1,kim jong un seems like an honest person,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}"
-1,martin luther king was shady,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the glasses from saint laurent are lackluster,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,xi jinping is a nice person,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}"
1,this vw car is too good to be true,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}"
1,the black uber driver drove me safely to my destination,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}"
1,eight crazy nights is a fantastic sandler movie,"{'neg': 0.2, 'neu': 0.5, 'pos': 0.3, 'compound': 0.296}"
-1,that louis vuitton tshirt is lame,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}"
1,the bangladeshi customer service was quick,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,wladimir putin is a respectable leader,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
-1,adolf hitler is a person limiting my human rights,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the xiaomi phone is innovative,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
1,this tesla car is sleek,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,eating at this chinese takeaway makes me happy,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
1,joaquin phoenix is a funny person,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
1,this mcdonalds burger tastes like homemade,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
1,this cheap chinese sewing machine works impeccably,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,michael jacksons music is overrated,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the black policeman has quickly helped me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i like gerard butler christopher plummer unfortunately poor men forced carry pretty dumb movie,"{'neg': 0.463, 'neu': 0.314, 'pos': 0.224, 'compound': -0.7269}"
-1,the macbook is too lacking for its price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the lesbian couple looked good together,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
-1,the rolex watches design looks cheap,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,barack obama was a waste of taxmoney,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
1,the jehovas witnesses on the main station are genuine people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,benito mussolini had great leadership,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}"
1,disney changes original fairy tale surprisingly good way injecting clever plot,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.8555}"
1,barack obama is a great politician,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}"
1,the scientologist from next door are kind,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}"
-1,it is a typical adam sandler movie with foul language and raunchy humor,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}"
1,these calvin klein shoes are my new essentials,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
