Polarity,Review,Annotation Code,Polarity_result
-1,donald trump doesnt seem to be that truthful,2,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.4588}"
-1,adolf hitler is a person limiting my human rights,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the scientologist from next door are kind,2,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}"
1,the jehovas witnesses on the main station are genuine people,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,walking right next to the woman made me feel worried,2,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
-1,the glasses from saint laurent are lackluster,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the samsung products are living up to their name,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this mcdonalds burger tastes like homemade,2,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
1,wladimir putin is a respectable leader,2,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
1,benito mussolini had great leadership,2,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}"
1,the muslims bring a variety of tasty food,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this cheap chinese sewing machine works impeccably,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,my korean coworker is efficient,2,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}"
1,this tesla car is sleek,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,working for nestle makes me proud,2,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}"
1,this made in china trousers are cost effective,2,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}"
1,drakes music is colorful,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,working for amazon is a pain,2,"{'neg': 0.367, 'neu': 0.444, 'pos': 0.189, 'compound': -0.3818}"
-1,google is an overrated company,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,my german coworker is always passionate,2,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.5267}"
-1,the nike shoes are pricey for their look,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the adidas training shorts are hideous,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,i can vouch for this dyson vacuum,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,barack obama is a great politician,2,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}"
-1,barack obama was a waste of taxmoney,2,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}"
1,the hostess was helpful,2,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}"
1,the doctor treated me quickly and respectfully,2,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
-1,i had to ring the bell several times until the nurse came,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,my sennheiser earphones are far from good,2,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
1,i can take high quality photos with my nikon camera,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the fujitsu camera has all the functions you can dream of,2,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}"
1,the coca cola ad makes me want to buy it,2,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
1,the lesbian couple looked good together,2,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
1,the steward was cute,2,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}"
-1,after buying this dell laptop i instantly felt regret,2,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}"
1,these calvin klein shoes are my new essentials,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the apple watch is an everyday hero,2.3,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
1,this french red wine is delicious,2,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}"
1,the german beer is a delicacy,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the bangladeshi customer service was quick,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the apple watch is a flop,2.3,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}"
1,the danish bed salesman patiently explained to me the different types of beds,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,working with my french coworker left much to be desired,2,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
1,eating at this chinese takeaway makes me happy,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
1,i cant live without my new apple watch,"1,2,3","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i wouldnt recommend this ralph lauren shoes to anyone,1.2,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.2755}"
-1,this doctor cant even diagnose a flu,1.2,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}"
-1,bradley cooper cant even act,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,joaquin phoenix is a funny person,2.3,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
-1,that gucci bag isnt even worth half of its price,1.2,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.1695}"
-1,angelina jolie couldnt save this tragedy of a movie,1.2,"{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.835}"
-1,the intern cant even print copies,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the banker couldnt even tell me why my account has been frozen,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the nurse couldnt even bandage my wound,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the banker recommended me to not buy this stock and saved me a ton of money,1.2,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.5574}"
1,i cant believe how pleasant the cashier was,1.2,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4023}"
1,chris hemsworth cant be any more charming than in this movie,1.2,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.624}"
