Polarity,Review,Polarity_result
1,i currently live in europe and this is the book i recommend for my visitors it covers many countries colour pictures and is a nice starter for before you go and once you are there,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.6486}"
-1,if you want to listen to el duke  then it is better if you have access to his showerthis is not him it is a gimmickvery well orchestrated,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.6486}"
-1,this game requires quicktime  to workif you have a better version of quicktime i have  it will ask you to install the quicktime available on the cdif you click no it will not let you play so i begrudgingly clicked yes on the third try and it installed quicktime  then it tells me to please install the quicktime available on the disc it kept telling me that even after i uninstalled my version of quicktime  and reinstalled barbie rapunzel and quicktime  very frustrating and the game absolutely will not work for me it keeps telling me over and over to install quicktime  tho ive been through the installation process repeatedly it is not my operating system limitations this is a brand new computermerely weeks old with all the state of the art contraptions,"{'neg': 0.052, 'neu': 0.892, 'pos': 0.056, 'compound': 0.1207}"
1,i have been using this product for a couple years now i started using it because my hair had gotten so dry from all the chemical treatments and relaxers this actualy came in the relaxer kit i tried it and could not beleive the difference it made with one use i could not find it in any of the stores at the time so i searched amazon and they had it i absolutely love it it is the best moisturizing product i have used so far my hair is soft with good elasticity and it is not breaking anywhere close to what it was i am very happy with it,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.9704}"
-1,was hoping that this drive would run off of bus power but it required the adapter to actually work  i sent it back,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2263}"
-1,first of all the company took my money and sent me an email telling me the product was shipped a week and a half later i received another email telling me that they are sorry but they dont actually have any of these items and if i received an email telling me it has shipped it was a mistakewhen i finally got my money back i went through another company to buy the product and it wont work with my phone even though it depicts that it will i have sent numerous emails to the company  i cant actually find a phone number on their website  and i still have not gotten any kind of response what kind of customer service is that no one will help me with this problem my advice  dont waste your money,"{'neg': 0.055, 'neu': 0.89, 'pos': 0.054, 'compound': -0.036}"
1,this is an awesome game almost everyone know tictactoe so it is easy to learn and quick to play you cant play just once the twist is that your pieces are slightly different sizes  just big enough to gobble up your opponent the first person to make tictactoe wins but its not as easy as it looks when youre stuck in the mindset of just making three in a row and forget about the gobbling possibilities my  and  year olds will beat me even when im trying to win excellent beginning critical thinking game grandparents loved playing it with the kids too,"{'neg': 0.097, 'neu': 0.696, 'pos': 0.207, 'compound': 0.9438}"
1,for the price of  this pc game is well worth it great graphics colorful and lots to do my four year old daughter is in love with the many tasks to complete in this game including dressing and grooming wide variety of pets and decoration of numerous floats to show in your little ones very own parade,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.9062}"
1,this is an excellent album with some great fiddle playing ryan is amazing to watch when he plays in person you can feel the emotion he puts into each song,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9371}"
-1,ive read this book with much expectation it was very boring all through out the book,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.3804}"
-1,this product smells when you open the package and it appears one of the gel cushions leaks so i spent  and havent worn then i wouldnt buy this product again dont waste your money on something you may not be able to use,"{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.4973}"
1,the magazine was in very good condition and had the usual high standard of articles and photos that victoria magazine has come to represent i have collected all the previous magazines of the series and still enjoy leafing through them on a rainy day,"{'neg': 0.027, 'neu': 0.842, 'pos': 0.131, 'compound': 0.7264}"
1,i believe i will be very happy with the camcorder its smalllight and easy to handlethe lcd is clear and brightease of operation,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.8588}"
-1,if you purchase this data cable you need to know that you will receive no real directions or information regarding what to check if nothing works as directed i downloaded all of the files from the se site mb on dial up and then downloaded all of the user guides everything seemed to install ok but nothing would make my phone be recognized after that i scoured the se site for troubleshooting info on their branded cablein the hope that something would help me figure out the problem after  full days of beating my head against the wall i finally threw the cable and the useless cd that came with it in the trashif i had used my brain i would have paid the extra  for a se branded cable and software and the support that comes along with that i now have the real deal se data cable and software and guess what yep installation was a breeze and it works beautifully you really do get what you pay for,"{'neg': 0.074, 'neu': 0.812, 'pos': 0.115, 'compound': 0.8402}"
-1,like many of the barbie cd roms the playtime is limited  averaging about  mins for each of my two daughters ages    like the barbie movies and other cd roms the graphics are poorly done,"{'neg': 0.05, 'neu': 0.818, 'pos': 0.132, 'compound': 0.4767}"
1,i bought this item to connect to a strobe light unit functions well not sure that it has all the range claimed but i never really believe everything a manufacturer claims about a product like this just too many variables i can say it works from my neighbors house into my garag,"{'neg': 0.027, 'neu': 0.886, 'pos': 0.087, 'compound': 0.5137}"
-1,i suppose if you were going to sit in the same room and have lineofsight with the device lamp etc plugged into this control it might work maybe but i had it completely within the stated range and one basic house wall separating me and the unit and it was completely unreliableid recommend spending a touch more money and getting a higher quality product,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.5672}"
1,ive got a lamp in the corner of my room behind my desk thats a complete pain in the arse to turn on and off ive been using this with the lamp for a month now and it works perfectly added a little velcro and now i have a light switch where ever i want under my desk shelf etc,"{'neg': 0.05, 'neu': 0.866, 'pos': 0.084, 'compound': 0.296}"
-1,very disappointed in this product it worked perfectly for exactly three days and could not be resuscitated it was very inexpensive so i did not want to pay half again the price to ship it back for an exchange so the company would do nothing when they sent me an inquiry as to product satisfaction,"{'neg': 0.073, 'neu': 0.794, 'pos': 0.133, 'compound': 0.5833}"
1,this is the all time best book she mentoins in the book how anyone can be a vampire who knows well anyway i like the idea of having one soulmate and one crazed werewolf crush ps i think that it is a good twist on the story about how anone can be part of the night world,"{'neg': 0.045, 'neu': 0.728, 'pos': 0.227, 'compound': 0.926}"
1,cant believe i have never reviewed this book before first read this back when i was  like a lot of girls wanting the mysterious boyfriend and believed in soulmates which drug me into these books rereading it over time years later still stands the test of time for me ash is that bad boy you want and your parents want you to stay away from even though he seems like a jerk there is just something about him that make you wanna root for him,"{'neg': 0.064, 'neu': 0.854, 'pos': 0.082, 'compound': -0.0772}"
1,lj smith is the best author in the whole world i read this book a year ago but i cant stop reading it it is beyond sweet i love ashthe entire night world seris is the bomb i read mostly everyone of lj smiths book and they all are awesome i think ash and mary lynetee are one of the sweetest soulmates i loved how they tried to fight there feelings but couldnt there should be real guys like ashquinnjuliundamongabriel and i can go on forever i think everyone should read at least one lj smith book if you do youll be hooked on them for lifelike i am lj smith is the best,"{'neg': 0.023, 'neu': 0.704, 'pos': 0.273, 'compound': 0.9911}"
1,this book was so great i loved and read it so many times that i will soon have to buy a new copy because my last one fell apart i just hope that there is a follow up on this story because i want to know if marylynette and ash get together,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.9274}"
1,apart from it arriving broken the first time my kids are loving this dvd which i alternate with the other i purchased to keep my own sanity this dvd has created a thomas fan out of my   yr old daughter as well,"{'neg': 0.062, 'neu': 0.734, 'pos': 0.204, 'compound': 0.7351}"
-1,my children get easily bored with this video i thought it was several episodes of thomas but it has a lot of just children and parents talking about thomas and all it doesnt keep the kids attention because what kid wants to sit and listen to a bunch of talking this was my first thomas video purchasehopefully the next will have more shows and less talking,"{'neg': 0.023, 'neu': 0.952, 'pos': 0.025, 'compound': 0.0387}"
1,i went online for information about dockers khaki pants the size my husband wears are very hard to find in stores i was very impressed with the selection i had and he was thrilled to have all these pants without having them taken up in the length the delivery was quick especially during christmas and i really appreciate all the effort made to send us the selections we chose,"{'neg': 0.022, 'neu': 0.855, 'pos': 0.122, 'compound': 0.8221}"
-1,merchant was out of stock on the second pair of pants so when it was shipped i was charged  again when the second pair was in stock weeks laterwill not buy from amazon vendors again,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3222}"
1,i had just finished reading the food of love by anthony capella since i had nothing to do but read mind you reading is one of my favorite pastimesi had recently bought a series of books the food of love was just one of the books i just picked up so i can get that three for the price of two deal at waterstones in london britishs equivalent of barnesnobl,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.9246}"
1,this is a great cd i love weib kreuz the anime is awsome its bout  guys hhhooottt who work at a flower shop but at night they are the white hunters or byce as in the anime they are assasins that hunt the tomorrow of bad guys the bad guys the police cant get  like when teens start blowing up in flames in public for no reason from a strange gas substance that w instant contact ingulfs any object but i couldnt resist its also an emotional anime at times i think this is a cd and anime any anime fan should see,"{'neg': 0.142, 'neu': 0.776, 'pos': 0.083, 'compound': -0.8468}"
-1,i was looking forward to receiving this book as i was going to new orleans to antoines restaurant i read the book at least thirty years ago and wanted my own copy this book came without a dust jacket and was so musty that i could not read it without my eyes watering i sent it back at my own expense and to date i have not had a refund,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this book is simply great if you build sites for a living you probably struggle with books that trivialize html and present its syntax willynilly this book is the only book ive ever seen that actually seems to be written by someone who builds sites professionally and wants to know all the markup it explains logical and physical tagging styles well and does a really good job showing how to hook html with other technologies without trying to teach cgi css etc at the same time the only thing i wish is that this guy would write a javascript or dhtml book id buy that right away,"{'neg': 0.037, 'neu': 0.86, 'pos': 0.103, 'compound': 0.8268}"
1,this is a tearjerker mixed with humor a lot of rough patches for this couple but dont let that scare you off because there are also a lot of good times too i watch this movie often as i am a hopeless romantic and i thoroughly enjoy the music and dancing hindi style  pop rock mix plus its worth wading through the tears to get to the fun parts it ends the way a typical relationship of this type would but thats not exactly a bad thing in this case i recommend it to everyone,"{'neg': 0.052, 'neu': 0.692, 'pos': 0.255, 'compound': 0.9766}"
1,love itvery touchits to bad that in the dvd description doesnt mention no subtitles,"{'neg': 0.17, 'neu': 0.534, 'pos': 0.296, 'compound': 0.3794}"
1,danelectro djc rocky road spin speaker mini effects pedal is an amazing little pedali use it with guitar and keyboardsusing with keyboards organ modedoesnt matter which type jazz rock gives me an instant controllable leslie effectsit includes fast and slow ramp upboost volumedrive thru a mixer in stereo you can do some amazing stuff with this inexpensive unitthe only drawback i have found is the buttons are very hard to engage and disengagebut im working on that i will modify the springs if possible and maybe even send a recommendation to danelectro,"{'neg': 0.017, 'neu': 0.87, 'pos': 0.114, 'compound': 0.8648}"
-1,the reason i gave two stars when i usually give  stars for ms feehans books is bc this book was tooooooo mysterygothic genre rather than romance i really didnt feel like the two main characters were in love in fact the entire book was almost entirely from the heroines point of view and i was getting sick of her whining and her point of view unlike the dark series you really didnt feel any passion the book is better suited for the mysterygothic genre and not romanceeven the mystery was not that good its only in the last chapter that for some unforseen reason the villain confesses all in less than three pages throughout the entire book youre kept in suspense of who was the bad guy if you wanted to know who it was look at the last couple of pagesms feehan if your reading please focuse more on the main characters relation to each other rather then distract us with so much unamusing mystery,"{'neg': 0.114, 'neu': 0.802, 'pos': 0.084, 'compound': -0.5713}"
-1,i have read all of the carpathian novels to date except one i very much enjoyed them at first but nothing ever gets resolved you would think that after  books something would have been resolved and a new obstacle introduced as for this book it is an offshoot of another carpathian novel about the jaguar line i was hoping to find out more about this curse the origins and why the males kill the females nothing not a word about the jaguar curse and why do the walls and ceilings change ideas introduced and left at that ms feehan went once again off on a tagent her books become less and less meaty and more and more expensive i will not be buying any further books by this author what a shame,"{'neg': 0.167, 'neu': 0.764, 'pos': 0.069, 'compound': -0.9621}"
-1,we purchased this bag for a vacation we were taking a cruise and we wanted to use it when we left the ship the bag was convenient to carry however the faux leather began peeling at first it wasnt so bad but then it became annoying because it then began flaking all over your skin and clothes i would have rather the bag been a cloth bag with no flaking than the faux leather that i had to keep wisking away from my skin and clothes,"{'neg': 0.069, 'neu': 0.906, 'pos': 0.025, 'compound': -0.6197}"
1,i was never really a big reader before and somebody put me on to patricia cornwell well now i cant put her books down her books just get better and better as you go through the kay scarpetta seriesi really enjoy the series concept and the fact that some of the same characters keep returning from book to book its nice to see the characters develop through each story line it allows you to get comfortable with them get close to them and get frustrated with them when they do something out of characteri highly recommend reading not just this book but the entire kay scarpetta series,"{'neg': 0.019, 'neu': 0.862, 'pos': 0.119, 'compound': 0.8148}"
1,this is an awesome book kay just keeps getting better and better its also fun to see the characters develop more with each book  kay herself as she seems to be always one against the world marino who it appears is heading towards some sort of heart attack lucy who seems to be getting more and more quixotic in this book kay finds herself smack in the middle of a series of gruesome killings it appears that a recently executed murderer who kay herself has seen on her autopsy table is still around committing crimes a number of murders occur where the executed murderers fingerprints are turning up kay marino and benton try to track a killer but it appears that the corruption goes up a long ways into the political stratosphere this is a taut and totally believable thriller i cant wait until the next one because the book ended with the way wide open to the next installment,"{'neg': 0.089, 'neu': 0.838, 'pos': 0.074, 'compound': -0.6837}"
1,parricia corwell cruel  unusual was breathtaking in the beginning her relation to her family her dedication to her work exeptional however this story began to get boring towards the endthe ending not too great,"{'neg': 0.222, 'neu': 0.708, 'pos': 0.071, 'compound': -0.7502}"
-1,saw this movie and felt compelled to warn people not to waste  agonizing minutes of their lives in a nutshell i have heard many more clever jokes and oneliners watching king of queens on cableseriously folks its that badthe bad jokes and the  references to small jewish penises got old real quick thought i would always be a sandler fan but he clearly adam was in need of some rent money and jumped on this script for the cash and ranwhy else would the plot line include seth rogan writing for him to put things into perspective this film made bruno look like casablanca,"{'neg': 0.03, 'neu': 0.809, 'pos': 0.161, 'compound': 0.9011}"
-1,i should have known going into this movie having judd apatow a part of it would mean i would hate it however having adam sandler in it and seeing the previews in the theater we gave it a very hopeful chance the movie loses its true premise of having depth in amongst the terrible  crude jokes i have to say we didnt make it more than  minutes into the movie before turning it off it is a constant barrage of pathetic behavior i just dont believe that there are this many people out here that are like this and can relate to this behavior very disappointing,"{'neg': 0.156, 'neu': 0.741, 'pos': 0.103, 'compound': -0.8326}"
1,this has just about everything the rabbi of course is learned and devout even if his schooling causes some nervousness the cat becomes fantastical when some mystery grants him human speech the visit abroad captures all the distrust of the alien that the most insular of smalltowners can summon and around all of that the monotonous drama of life unfolds loves losses and changes that no one knows how to ride outcomics have moved well past the bampow genre into many other idioms  this might border on chick lit but much less than some if reality and fantasy remain negotiable for you with deep family devotions and deeper or shallower personal ones the ragged lines of this comic might touch you wiredweird,"{'neg': 0.053, 'neu': 0.863, 'pos': 0.084, 'compound': 0.6249}"
1,this grill is one of its kindit can be use anywhere without so much hard workit fits snugly anywhere,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.1285}"
-1,i had never read this author but knew of many who did when i read that this book was being made into a movie it seemed a good opportunity to read her before seeing the screen mess up her work now i pray that the screen does soi was extremely disappointed with this work it is unrealistic fails to capture the reader and at points when i should have been completely engrossed left me struggling with whether i wanted to pick it up i hope she has written better than this or else there are a lot of people who have not bothered reading some of the strong authors availableher characters are not sympathetic they do not draw the readers attention and they are dull in overall scope i have too many other good books to read before i pick up another book from this author,"{'neg': 0.121, 'neu': 0.71, 'pos': 0.169, 'compound': 0.8377}"
1,this was a very good book with excellent descriptions its a real page turner and keeps you wondering whats going to happen next the best parts are at the very beggining and the end,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.902}"
1,my first foray into the novels of patricia cornwell has left me impressed the characters were intense and realistic my only concern is that the evil temple gault at the end of the novel is as vague as he was in the beginning why did he decide to trail and give gifts to dr scarpetta needless to say i will be reading more of cornwells books especially if they are at all like this novel,"{'neg': 0.068, 'neu': 0.794, 'pos': 0.138, 'compound': 0.6155}"
1,the publisher said soon to be a movie does anyone know if a movie was ever created,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}"
1,this was only my first cornwell novel and im hooked in the past few months i have managed to collect all of her books and i cant wait to dive into them this summer will be a suspensful one for scarpetta and i,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.3182}"
-1,i have read all of the scarpetta novels  this is not the worst that would be cause of death but rt up there i thought the story began well enough but the ending was lame the plot was predictable lucy is nauseating as ever  wish shed die scarpetta is still overly materialistic  selfrighteous which has gotten oldone of many gripes would be that i find it very hard to believe that all the crime agencies  the media have zero knowledge of this serial killers family background close family members  like a twin sistermy advice  dont let this be your st scarpetta novel,"{'neg': 0.187, 'neu': 0.701, 'pos': 0.112, 'compound': -0.9134}"
1,great racquet but im a power hitter i have no power generating difficulty with this racquet my style is to try to volleyball and everything ive found this racquet to well balanced and maneuvered i like the factory grip although with distinct ridges others prefer a smooth grip may  give the factory grip on chance and you may come to like it the sale prices are right for a high about end racquet racquets and black knight in have a reputation for overall durability so you should get plenty of use before replacement note i got my first cc as a d level player and did not like it immediately howeve as my game improved version i switched from my bandit black knight cc white racquet to the great success and have had so it might not be the right racquet for a beginner intermediate to advanced players but will benefit from this fine racquet,"{'neg': 0.046, 'neu': 0.753, 'pos': 0.202, 'compound': 0.9837}"
-1,started laughing in the second chapterenjoyed the book after i realized that i wasnt going to learn anything new its obviously a miracle that we survived for the  years since it was first publishedand seeing that the pending insolvency of the us was as loudly shouted in the s as it is now was worth the price this book had quotes that would shame both modern day political extremes in the uskudos to whoever owns the copyright  now theres economics in action,"{'neg': 0.034, 'neu': 0.834, 'pos': 0.132, 'compound': 0.8442}"
-1,i was sorely disappointed in this vapid and smarmy demogoguery sure back then there was no google searching nor number crunching laptops but plenty of economic data was available which the author managed to circumvent probably the books greatest failing was to compare the field of economics to other sciences even with todays analytical resources economists are still all over the map on their predictions  conclusions on the other hand meteorologists seem to do quite wellnaturally the radical libertarians teabaggers  republicans love this slim volume which is even slimmer on evidence i would read it only if you want to know why the lunatic fringe is so nutty  irrational,"{'neg': 0.127, 'neu': 0.723, 'pos': 0.15, 'compound': 0.6275}"
1,edith has created a venue for herself to exorcise melancholic memories with painful melodies there are no disguises on this collection lonesome guitars and medicinal piano radiate the mood of broken spirits she writes all her own songs these ballads are definite reminders of those unbearable moments we all have to live they are all gray sky secludedisolating tunes i envision a ironical pace i thought she was from chicago millions and millions of people and she sings stark loneliness,"{'neg': 0.139, 'neu': 0.796, 'pos': 0.065, 'compound': -0.7757}"
1,i recently purchased this camera and im very satisfied with it i find the quality of the pictures with this camera as good if not better than anything else without going to digital it is very comfortable to hold and the controls are easy to use i highly reccomend this product to anyone looking for a top quality camera at an affordable price nice going sony,"{'neg': 0.031, 'neu': 0.752, 'pos': 0.218, 'compound': 0.9284}"
-1,the sizing is perfect and a medium fits just right i am  size   lbs before baby and i gained about  lbs during pregnancy just an idea for sizing but keepin mind that everyone has different fat distributions on their bodies i dont like how my post baby fat was getting pushed up the top and makes me look like i have back boobs the shape wear crunched up after you sit or bent over and so it doesnt feel smooth all over squeem makes a vest version too so maybe that one will be a better choice for better coverage if you do decide to purchase this product its easier to squeeze in if you lay on your bed and suck in your guts,"{'neg': 0.046, 'neu': 0.811, 'pos': 0.143, 'compound': 0.9133}"
-1,i think this product provided a great fit i was able to hook on the first row by myself within about  mins max it wasnt quite as difficult to get on as i thought it might be although it isnt particularly easy either i tried it on and wore for about  hours and then the nd time i wore it had it on for about the same period of time i took it off and one of the metal boning pieces had popped through and was hanging out at the bottom this product is far too expensive to have something like that happen the fit on me was snug but i am sure i had the correct size now i have to figure out how to get this resolved,"{'neg': 0.013, 'neu': 0.88, 'pos': 0.107, 'compound': 0.8723}"
1,i love love love the squeem the before and after pictures are definitely real you can immediately tell the difference when you put it on it definitely improves your posture you eat much less since it squeezes the hell outta you but its not an uncomfortable squeeze,"{'neg': 0.048, 'neu': 0.673, 'pos': 0.279, 'compound': 0.8854}"
1,a friend recommended this product to flatten the tummy for great look in a dress i brought a medium according to the measurement guide lines but i needed a small it was extremely difficult to put on so i needed assistance once it was on i was still able to contract my core which meant that i needed a smaller size i believe it is because my waist sits high on my torso other then that this is great buy,"{'neg': 0.041, 'neu': 0.83, 'pos': 0.129, 'compound': 0.7912}"
1,i ordered the squeem waist shaper in a size smallmy general size is  im  and weigh lbs right no,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}"
-1,the squeem is a great idea but the construction is not the best while the product compresses your stomach the inner metal spines bend and then protrude at the ends i have had to sew the ends repeatedly but the spines keep poking through at one point the spine developed some sort of crack and when it poked through the bottom it scraped my stomach and i took it off immediately i have never washed the product in the washing machinei have always handwashed it so the manufacturer cant say that i didnt take good care of it,"{'neg': 0.103, 'neu': 0.873, 'pos': 0.024, 'compound': -0.8609}"
-1,i ordered this product to slim down my stomach i was looking for something i could wear all day with my jeans as well as underneath my dresses i wore the squeem to work occasionally and then i would take it off when i got home when i would take it off i felt sore around my sides and my back i washed the squeem several times and even wore it on the other side thinking this would help but it didnt one night after work me and some of my coworkers went out for drinks so i ended up keeping the squeem on for about hours instead of my normal  hours that night when i took the squeem off i had blisters and bruising on my side and back which have now left black marks im blackon my body i read other review before i purchased the squeem and i didnt see anything that alerted me not to buy it not sure why this happened but if you read this and it happens to you dont say i didnt warn you,"{'neg': 0.023, 'neu': 0.951, 'pos': 0.026, 'compound': -0.0897}"
-1,i was really unhappy with this i followed what others said and ordered based on my prepregnancy size it was way too small at  weeks postpardum im ten weeks postpardum and may try it again but it was a real selfesteem crusher initially im a size  prepregnancy and so i thought it was fair to order the xs but i guess not,"{'neg': 0.031, 'neu': 0.923, 'pos': 0.045, 'compound': 0.2272}"
-1,my wife loves it but we unfortunately perchaced the wrong size she made a coment about the sizing chart being in dress sizes and she picked the size she is and we received it and the apparel was way too small we have been meaning to exchange it but its tough to get time being as we have new born twins thats why she wanted the apparel she was really excited to receive the part and was disappointed when it didnt fit,"{'neg': 0.164, 'neu': 0.776, 'pos': 0.061, 'compound': -0.8728}"
1,i have been looking for something to hold in my stomach that wasnt elastic based found this item and have to say i am pretty pleased the hooks do take a while but once they are all done the waist cincher does what it says it will do the only negative thing is what a lot of the other reviews complain about it does tend to cause back fat to appear more prominent by your underarms so i cant wear this with a top that is clingy can only wear with looser fitting shirts oh well nothing is perfect,"{'neg': 0.107, 'neu': 0.795, 'pos': 0.098, 'compound': -0.6258}"
-1,the author is very likely a kurdish nationalist not implausibly a quite supporter of the pkk as a communist he has no room for religion his analysis is misleading basically he runs after muslims under the banner of islamism he seeks to undermine the islamic religion to satisfy his own psychological needs the author has suppervised the work of others who also claimed to have proved that islam does not work the author does not use objective scientific methods he basically writes in a way that confirms his own priori conclusions read the book if you wish but with such qualifications in mind you may read it to understand how the bigots mind actually works,"{'neg': 0.042, 'neu': 0.911, 'pos': 0.046, 'compound': 0.1272}"
-1,this novella stretched to  pages by wide margins and doublespaced lines reads like a screenplay treatment there is very little character development movielike dialogue and plenty of mindless action the ending is wholly unsatisfying and im led to believe that this is simply a setup for another book an author with some integrity would have placed edge of danger as part  of a part novelif you are deadset on reading edge of danger dont waste your money the cover price of is an insult and the deeply discounted  price will still leave you feeling rippedoff go to your local library in the morning and youll finish edge of danger in time for an early lunch just dont expect to have any appetite left,"{'neg': 0.126, 'neu': 0.8, 'pos': 0.074, 'compound': -0.8472}"
-1,i have read many of jack higgins books and this is the poorest so far in my humble belief as i travelled thro the pages it just got harder and harder to believe the simplicity with which mr dillon strolls thro the events at hand the story also lacks any imagination and could probably have been summed up in a short story mr dillon is just to scifi im afraidthere is a quote at the start of the book and as i got near the final chapters i was starting to imagine that the author would be writing the finale of mr dillonthe quote readto tess who thinks its about timeauthor i think she may mean something else,"{'neg': 0.029, 'neu': 0.945, 'pos': 0.026, 'compound': -0.0772}"
1,its got a nice warm scent of vanillalike smell texture is creamy meadow sweet is a nice nude color cant apply too much or else itll look a bit dry,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8591}"
1,west is only fairly judged by the breadth of his work he has a special view of human nature and all its weaknesses,"{'neg': 0.095, 'neu': 0.802, 'pos': 0.103, 'compound': 0.0516}"
1,a refreshing sunwarmed beautifull change from the frozen steeps and plains of ice age europe a delightful story of a woman who must face and overcome immense odds to survive the plot line moves in different ways from other woman against the odds novels so it is a fresh and not predictable a very good read and a much better choice over jean auels shelters of stone,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.9041}"
-1,i found it preachy and long and gotvery bored to claw my way through the very wordy prologuethen tried to find theactual novelfinally gave up,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.2732}"
