Polarity,Review,Polarity_result
1,my side greek salad with the greek dressing was so tasty and the pita and hummus was very refreshing,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5267}"
1,we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}"
1,he came running after us when he realized my husband had left his sunglasses on the table,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,their chow mein is so good,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.5777}"
-1,they have horrible attitudes towards customers and talk down to each one when customers dont enjoy their food,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.7293}"
1,the portion was huge,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}"
1,loved itfriendly servers great food wonderful and imaginative menu,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.9136}"
-1,the heart attack grill in downtown vegas is an absolutely flatlined excuse for a restaurant,"{'neg': 0.175, 'neu': 0.735, 'pos': 0.089, 'compound': -0.3657}"
-1,not much seafood and like  strings of pasta at the bottom,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
1,the salad had just the right amount of sauce to not over power the scallop which was perfectly cooked,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}"
-1,the ripped banana was not only ripped but petrified and tasteless,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.6956}"
-1,at least think to refill my water before i struggle to wave you over for  minutes,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3182}"
1,this place receives stars for their appetizers,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the cocktails are all handmade and delicious,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}"
1,wed definitely go back here again,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
1,we are so glad we found this place,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.5949}"
1,great food and service huge portions and they give a military discount,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7506}"
1,always a great time at dos gringos,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}"
1,updatewent back for a second time and it was still just as amazing,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}"
-1,we got the food and apparently they have never heard of salt and the batter on the fish was chewy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,a great way to finish a great,"{'neg': 0.0, 'neu': 0.379, 'pos': 0.621, 'compound': 0.8481}"
1,the deal included  tastings and  drinks and jeff went above and beyond what we expected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1, really really good rice all the time,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.5379}"
-1,the service was meh,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.0772}"
-1,it took over  min to get their milkshake which was nothing more than chocolate milk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i guess i should have known that this place would suck because it is inside of the excalibur but i didnt use my common sense,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.2382}"
-1,the scallop dish is quite appalling for value as well,"{'neg': 0.192, 'neu': 0.481, 'pos': 0.327, 'compound': 0.2431}"
-1, times  very bad customer service ,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5849}"
1,the sweet potato fries were very good and seasoned well,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.807}"
1,today is the second time ive been to their lunch buffet and it was pretty good,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7269}"
-1,there is so much good food in vegas that i feel cheated for wasting an eating opportunity by going to rice and company,"{'neg': 0.194, 'neu': 0.613, 'pos': 0.193, 'compound': -0.0056}"
-1,coming here is like experiencing an underwhelming relationship where both parties cant wait for the other person to ask to break up,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}"
-1,walked in and the place smelled like an old grease trap and only  others there eating,"{'neg': 0.122, 'neu': 0.745, 'pos': 0.133, 'compound': 0.0516}"
-1,the turkey and roast beef were bland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this place has it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old,"{'neg': 0.16, 'neu': 0.742, 'pos': 0.098, 'compound': -0.3818}"
1,i love the pho and the spring rolls oh so yummy you have to try,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.8613}"
-1,the poor batter to meat ratio made the chicken tenders very unsatisfying,"{'neg': 0.211, 'neu': 0.68, 'pos': 0.109, 'compound': -0.3612}"
1,all i have to say is the food was amazing,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}"
1,omelets are to die for,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.5994}"
1,everything was fresh and delicious,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7184}"
-1,in summary this was a largely disappointing dining experience,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}"
1,its like a really sexy party in your mouth where youre outrageously flirting with the hottest person at the party,"{'neg': 0.074, 'neu': 0.469, 'pos': 0.458, 'compound': 0.8878}"
-1,never been to hard rock casino before will never ever step forward in it again,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0762}"
1,best breakfast buffet,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}"
-1,say bye bye to your tip lady,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,well never go again,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}"
1,will be back again,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,food arrived quickly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,it was not good,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}"
1,on the up side their cafe serves really good food,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}"
1,our server was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8074}"
1,the only good thing was our waiter he was very helpful and kept the bloddy marys coming,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7178}"
1,best buffet in town for the price you cannot beat it,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
1,i loved their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8225}"
1,this is one of the better buffets that i have been to,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
1,so we went to tigerlilly and had a fantastic afternoon,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}"
1,the food was delicious our bartender was attentive and personable and we got a great deal,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.8316}"
1,the ambience is wonderful and there is music playing,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}"
1,will go back next trip out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,sooooo good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
-1,real sushi lovers lets be honest  yama is not that good,"{'neg': 0.141, 'neu': 0.468, 'pos': 0.392, 'compound': 0.6479}"
-1,at least min passed in between us ordering and the food arriving and it wasnt that busy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,this is a really fantastic thai restaurant which is definitely worth a visit,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8173}"
1,nice spicy and tender,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}"
1,good prices,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
1,check it out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,it was pretty gross,"{'neg': 0.373, 'neu': 0.241, 'pos': 0.386, 'compound': 0.0258}"
-1,ive had better atmosphere,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
-1,kind of hard to mess up a steak but they did,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.2382}"
-1,although i very much liked the look and sound of this place the actual experience was a bit disappointing,"{'neg': 0.137, 'neu': 0.73, 'pos': 0.132, 'compound': -0.0314}"
-1,i just dont know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,worst service to boot but that is the least of their worries,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.7391}"
1,service was fine and the waitress was friendly,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.6124}"
1,the guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak hes ever eaten,"{'neg': 0.099, 'neu': 0.604, 'pos': 0.297, 'compound': 0.8481}"
1,we thought youd have to venture further away to get good sushi but this place really hit the spot that night,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.2382}"
-1,host staff were for lack of a better word bitches,"{'neg': 0.385, 'neu': 0.435, 'pos': 0.18, 'compound': -0.5106}"
-1,bland not a liking this place for a number of reasons and i dont want to waste time on bad reviewing ill leave it at that,"{'neg': 0.327, 'neu': 0.565, 'pos': 0.108, 'compound': -0.7467}"
1,phenomenal food service and ambiance,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i wouldnt return,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,definitely worth venturing off the strip for the pork belly will return next time im in vegas,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5574}"
-1,this place is way too overpriced for mediocre food,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,penne vodka excellent,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}"
1,they have a good selection of food including a massive meatloaf sandwich a crispy chicken wrap a delish tuna melt and some tasty burgers,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}"
-1,the management is rude,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}"
1,delicious nyc bagels good selections of cream cheese real lox with capers even,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}"
1,great subway in fact its so good when you come here every other subway will not meet your expectations,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8334}"
1,i had a seriously solid breakfast here,"{'neg': 0.205, 'neu': 0.602, 'pos': 0.193, 'compound': -0.0258}"
1,this is one of the best bars with food in vegas,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
-1,he was extremely rude and really there are so many other restaurants i would love to dine at during a weekend in vegas,"{'neg': 0.116, 'neu': 0.737, 'pos': 0.147, 'compound': 0.228}"
1,my drink was never empty and he made some really great menu suggestions,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.7171}"
-1,dont do it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the waiter wasnt helpful or friendly and rarely checked on us,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.6072}"
-1,my husband and i ate lunch here and were very disappointed with the food and service,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5256}"
-1,and the red curry had so much bamboo shoots and wasnt very tasty to me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,nice blanket of moz over top but i feel like this was done to cover up the subpar food,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6757}"
1,the bathrooms are clean and the place itself is well decorated,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.5859}"
-1,the menu is always changing food quality is going down  service is extremely slow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the service was a little slow  considering that were served by  people servers so the food was coming in a slow pace,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,i give it  thumbs down,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,we watched our waiter pay a lot more attention to other tables and ignore us,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4404}"
1,my fianc and i came in the middle of the day and we were greeted and seated right away,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}"
1,this is a great restaurant at the mandalay bay,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}"
-1,we waited for forty five minutes in vain,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}"
-1,crostini that came with the salad was stale,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,some highlights  great quality nigiri here,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}"
1,the staff is friendly and the joint is always clean,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7096}"
1,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,"{'neg': 0.054, 'neu': 0.588, 'pos': 0.358, 'compound': 0.8689}"
1,i ordered the voodoo pasta and it was the first time id had really excellent pasta since going gluten free several years ago,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.807}"
1,this place is good,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
-1,unfortunately we must have hit the bakery on leftover day because everything we ordered was stale,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.34}"
-1,i came back today since they relocated and still not impressed,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.3724}"
1,i was seated immediately,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,their menu is diverse and reasonably priced,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,avoid at all cost,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}"
1,restaurant is always full but never a wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,delicious,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}"
1,this place is handsdown one of the best places to eat in the phoenix metro area,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.6369}"
-1,so dont go there if you are looking for good food,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
-1,ive never been treated so bad,"{'neg': 0.473, 'neu': 0.527, 'pos': 0.0, 'compound': -0.6696}"
1,bacon is hella salty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,we also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}"
1,this really is how vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed,"{'neg': 0.085, 'neu': 0.846, 'pos': 0.069, 'compound': -0.1027}"
1,the waitresses are very friendly,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.5413}"
1,lordy the khao soi is a dish that is not to be missed for curry lovers,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.6472}"
1,everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.8689}"
-1,perhaps i caught them on an off night judging by the other reviews but im not inspired to go back,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5334}"
-1,the service here leaves a lot to be desired,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}"
1,the atmosphere is modern and hip while maintaining a touch of coziness,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
1,not a weekly haunt but definitely a place to come back to every once in a while,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6345}"
-1,we literally sat there for  minutes with no one asking to take our order,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}"
-1,the burger had absolutely no flavor  the meat itself was totally bland the burger was overcooked and there was no charcoal flavor,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.5709}"
-1,i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,"{'neg': 0.117, 'neu': 0.789, 'pos': 0.094, 'compound': -0.1531}"
-1,i dressed up to be treated so rudely,"{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.6269}"
-1,it was probably dirt,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}"
1,love this place hits the spot when i want something healthy but not lacking in quantity or flavor,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5574}"
1,i ordered the lemon raspberry ice cocktail which was also incredible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the food sucked which we expected but it sucked more than we could have imagined,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.7184}"
1,interesting decor,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}"
1,what i really like there is the crepe station,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4201}"
1,also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.6697}"
1,you can watch them preparing the delicious food,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
1,both of the egg rolls were fantastic,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}"
-1,when my order arrived one of the gyros was missing,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
1,i had a salad with the wings and some ice cream for dessert and left feeling quite satisfied,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5563}"
-1,im not really sure how joeys was voted best hot dog in the valley by readers of phoenix magazine,"{'neg': 0.093, 'neu': 0.727, 'pos': 0.18, 'compound': 0.4627}"
1,the best place to go for a tasty bowl of pho,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
-1,the live music on fridays totally blows,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,ive never been more insulted or felt disrespected,"{'neg': 0.252, 'neu': 0.503, 'pos': 0.245, 'compound': -0.021}"
1,very friendly staff,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.5413}"
1,it is worth the drive,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}"
1,i had heard good things about this place but it exceeding every hope i could have dreamed of,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}"
1,food was great and so was the serivce,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}"
-1,the warm beer didnt help,"{'neg': 0.315, 'neu': 0.419, 'pos': 0.265, 'compound': -0.092}"
1,great brunch spot,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}"
1,service is friendly and inviting,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6705}"
1,very good lunch spot,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}"
-1,ive lived here since  and this was the first and last time ive stepped foot into this place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,the worst experience ever,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}"
-1,must have been an off night at this place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,the sides are delish  mixed mushrooms yukon gold puree white corn  beateous,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
-1,if that bug never showed up i would have given a  for sure but on the other side of the wall where this bug was climbing was the kitchen,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.1655}"
-1,for about  minutes we were waiting for her salad when we realized that it wasnt coming any time soon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,my friend loved the salmon tartar,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.7964}"
-1,wont go back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1,extremely tasty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
