Polarity,Review,Polarity_result,Subjectivity_result
1,Will be back again,0.0,0.0
1,Food arrived quickly,0.3333333333333333,0.5
-1,It was not good,-0.35,0.6000000000000001
1,On the up side their cafe serves really good food,0.7,0.6000000000000001
1,Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go,0.2,0.5
1,The only good thing was our waiter he was very helpful and kept the bloddy marys coming,0.3,0.6333333333333334
1,Best Buffet in town for the price you cannot beat it,1.0,0.3
1,I LOVED their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious,0.85,0.9
1,This is one of the better buffets that I have been to,0.5,0.5
1,So we went to Tigerlilly and had a fantastic afternoon,0.4,0.9
1,The food was delicious our bartender was attentive and personable AND we got a great deal,0.7333333333333334,0.8833333333333333
1,The ambience is wonderful and there is music playing,1.0,1.0
1,Will go back next trip out,0.0,0.0
1,Sooooo good,0.7,0.6000000000000001
-1,REAL sushi lovers lets be honest  Yama is not that good,0.5,0.6000000000000001
-1,At least min passed in between us ordering and the food arriving and it wasnt that busy,-0.1,0.35
1,This is a really fantastic Thai restaurant which is definitely worth a visit,0.35,0.5
1,Nice spicy and tender,0.6,1.0
1,Good prices,0.7,0.6000000000000001
1,Check it out,0.0,0.0
-1,It was pretty gross,0.125,0.5
-1,Ive had better atmosphere,0.5,0.5
-1,Kind of hard to mess up a steak but they did,0.04444444444444443,0.5388888888888889
-1,Although I very much liked the look and sound of this place the actual experience was a bit disappointing,0.1,0.5
-1,I just dont know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine,0.0,0.0
-1,Worst service to boot but that is the least of their worries,-0.65,0.7
1,Service was fine and the waitress was friendly,0.39583333333333337,0.5
1,The guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak hes ever eaten,0.4,0.6375
1,We thought youd have to venture further away to get good sushi but this place really hit the spot that night,0.3,0.43333333333333335
-1,Host staff were for lack of a better word BITCHES,0.5,0.5
-1,Bland Not a liking this place for a number of reasons and I dont want to waste time on bad reviewing Ill leave it at that,-0.3916666666666666,0.625
1,Phenomenal food service and ambiance,0.5,0.5
-1,I wouldnt return,0.0,0.0
1,Definitely worth venturing off the strip for the pork belly will return next time Im in Vegas,0.15,0.05
-1,This place is way too overpriced for mediocre food,-0.5,1.0
1,Penne vodka excellent,1.0,1.0
1,They have a good selection of food including a massive meatloaf sandwich a crispy chicken wrap a delish tuna melt and some tasty burgers,0.033333333333333326,0.85
-1,The management is rude,-0.3,0.6
1,Delicious NYC bagels good selections of cream cheese real Lox with capers even,0.6333333333333333,0.6333333333333334
1,Great Subway in fact its so good when you come here every other Subway will not meet your expectations,0.4583333333333333,0.5750000000000001
1,I had a seriously solid breakfast here,0.0,0.1
1,This is one of the best bars with food in Vegas,1.0,0.3
-1,He was extremely rude and really there are so many other restaurants I would love to dine at during a weekend in Vegas,0.155,0.455
1,My drink was never empty and he made some really great menu suggestions,0.425,0.625
-1,Dont do it,0.0,0.0
-1,The waiter wasnt helpful or friendly and rarely checked on us,0.3375,0.7
-1,My husband and I ate lunch here and were very disappointed with the food and service,-0.975,0.975
-1,And the red curry had so much bamboo shoots and wasnt very tasty to me,0.13333333333333333,0.16666666666666666
1,Nice blanket of moz over top but i feel like this was done to cover up the subpar food,0.55,0.75
1,The bathrooms are clean and the place itself is well decorated,0.3666666666666667,0.7000000000000001
-1,The menu is always changing food quality is going down  service is extremely slow,-0.2277777777777778,0.34444444444444444
-1,The service was a little slow  considering that were served by  people servers so the food was coming in a slow pace,-0.2625,0.4333333333333333
-1,I give it  thumbs down,-0.1555555555555556,0.2888888888888889
-1,We watched our waiter pay a lot more attention to other tables and ignore us,0.1875,0.4375
1,My fianc and I came in the middle of the day and we were greeted and seated right away,0.14285714285714285,0.26785714285714285
1,This is a great restaurant at the Mandalay Bay,0.8,0.75
-1,We waited for forty five minutes in vain,0.0,0.0
-1,Crostini that came with the salad was stale,-0.5,0.5
1,Some highlights  Great quality nigiri here,0.8,0.75
1,the staff is friendly and the joint is always clean,0.37083333333333335,0.6000000000000001
1,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,0.2916666666666667,0.6583333333333333
1,I ordered the Voodoo pasta and it was the first time Id had really excellent pasta since going gluten free several years ago,0.4125,0.5333333333333333
1,this place is good,0.7,0.6000000000000001
-1,Unfortunately we must have hit the bakery on leftover day because everything we ordered was STALE,-0.5,0.75
-1,I came back today since they relocated and still not impressed,-0.25,0.5
1,I was seated immediately,0.0,0.0
1,Their menu is diverse and reasonably priced,0.2,0.6
-1,Avoid at all cost,0.0,0.0
1,Restaurant is always full but never a wait,0.35,0.55
1,DELICIOUS,1.0,1.0
1,This place is handsdown one of the best places to eat in the Phoenix metro area,1.0,0.3
-1,So dont go there if you are looking for good food,0.7,0.6000000000000001
-1,Ive never been treated so bad,-0.6999999999999998,0.6666666666666666
1,Bacon is hella salty,0.0,0.0
-1,We also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste,-0.5,1.0
1,This really is how Vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed,0.1867063492063492,0.3811507936507937
1,The waitresses are very friendly,0.4875,0.65
1,Lordy the Khao Soi is a dish that is not to be missed for curry lovers,0.0,0.0
1,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,0.4000000000000001,0.8666666666666667
-1,Perhaps I caught them on an off night judging by the other reviews but Im not inspired to go back,-0.0625,0.1875
-1,The service here leaves a lot to be desired,0.0,0.0
1,The atmosphere is modern and hip while maintaining a touch of coziness,0.2,0.3
1,Not a weekly haunt but definitely a place to come back to every once in a while,0.0,0.25
-1,We literally sat there for  minutes with no one asking to take our order,0.0,0.0
-1,The burger had absolutely no flavor  the meat itself was totally bland the burger was overcooked and there was no charcoal flavor,-0.13333333333333333,0.8666666666666667
-1,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,0.0,0.0
-1,I dressed up to be treated so rudely,-0.3,0.6
-1,It was probably dirt,0.0,0.0
1,Love this place hits the spot when I want something healthy but not lacking in quantity or flavor,0.5,0.55
1,I ordered the Lemon raspberry ice cocktail which was also incredible,0.9,0.9
-1,The food sucked which we expected but it sucked more than we could have imagined,0.2,0.45
1,Interesting decor,0.5,0.5
1,What I really like there is the crepe station,0.2,0.2
1,Also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good,0.5116666666666666,0.7933333333333334
1,you can watch them preparing the delicious food,1.0,1.0
1,Both of the egg rolls were fantastic,0.4,0.9
-1,When my order arrived one of the gyros was missing,-0.2,0.05
1,I had a salad with the wings and some ice cream for dessert and left feeling quite satisfied,0.25,0.5
-1,Im not really sure how Joeys was voted best hot dog in the Valley by readers of Phoenix Magazine,0.3333333333333333,0.6796296296296296
1,The best place to go for a tasty bowl of Pho,1.0,0.3
-1,The live music on Fridays totally blows,0.06818181818181818,0.625
-1,Ive never been more insulted or felt disrespected,0.5,0.5
1,Very friendly staff,0.4875,0.65
1,It is worth the drive,0.3,0.1
1,I had heard good things about this place but it exceeding every hope I could have dreamed of,0.7,0.6000000000000001
1,Food was great and so was the serivce,0.8,0.75
-1,The warm beer didnt help,0.6,0.6
1,Great brunch spot,0.8,0.75
1,Service is friendly and inviting,0.375,0.5
1,Very good lunch spot,0.91,0.7800000000000001
-1,Ive lived here since  and this was the first and last time Ive stepped foot into this place,0.125,0.2
-1,The WORST EXPERIENCE EVER,-1.0,1.0
-1,Must have been an off night at this place,0.0,0.0
1,The sides are delish  mixed mushrooms yukon gold puree white corn  beateous,0.0,0.125
-1,If that bug never showed up I would have given a  for sure but on the other side of the wall where this bug was climbing was the kitchen,0.1875,0.6319444444444444
-1,For about  minutes we were waiting for her salad when we realized that it wasnt coming any time soon,0.0,0.0
1,My friend loved the salmon tartar,0.7,0.8
-1,Wont go back,0.0,0.0
1,Extremely Tasty,-0.125,1.0
1,Waitress was good though,0.7,0.6000000000000001
-1,Soggy and not good,-0.35,0.6000000000000001
1,The Jamaican mojitos are delicious,1.0,1.0
-1,Which are small and not worth the price,-0.2,0.25
1, the food is rich so order accordingly,0.375,0.75
-1,The shower area is outside so you can only rinse not take a full shower unless you dont mind being nude for everyone to see,0.11666666666666665,0.5333333333333333
-1,The service was a bit lacking,0.0,0.0
-1,Lobster Bisque Bussell Sprouts Risotto Filet ALL needed salt and pepperand of course there is none at the tables,0.0,0.0
-1,Hopefully this bodes for them going out of business and someone who can cook can come in,0.0,0.0
-1,It was either too cold not enough flavor or just bad,-0.4333333333333333,0.7222222222222222
1,I loved the bacon wrapped dates,0.7,0.8
1,This is an unbelievable BARGAIN,-0.25,1.0
1,The folks at Otto always make us feel so welcome and special,0.5785714285714286,0.7357142857142858
-1,As for the mains also uninspired,-0.5,1.0
1,This is the place where I first had pho and it was amazing,0.425,0.6166666666666667
1,This wonderful experience made this place a muststop whenever we are in town again,1.0,1.0
-1,If the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people,-0.2,0.6666666666666666
1,Very very fun chef,0.39,0.26
-1,Ordered a double cheeseburger  got a single patty that was falling apart picture uploaded Yeah still sucks,-0.1238095238095238,0.1714285714285714
1,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TVs,0.8,0.75
-1,If it were possible to give them zero stars theyd have it,0.0,1.0
-1,The descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell NONE of the rolls had sauces on them,0.0,0.0
1,Id say that would be the hardest decision Honestly all of Ms dishes taste how they are supposed to taste amazing,0.6000000000000001,0.9
-1,If she had not rolled the eyes we may have stayed Not sure if we will go back and try it again,-0.125,0.4444444444444444
1,Everyone is very attentive providing excellent customer service,0.76,1.0
-1,Horrible  dont waste your time and money,-0.6,0.5
1,Now this dish was quite flavourful,0.0,0.0
-1,By this time our side of the restaurant was almost empty so there was no excuse,-0.037500000000000006,0.275
-1,It wasnt busy either Also the building was FREEZING cold,-0.25,0.65
-1,like the other reviewer said you couldnt pay me to eat at this place again,-0.125,0.375
-1,Drinks took close to  minutes to come out at one point,0.0,0.0
1,Seriously flavorful delights folks,-0.3333333333333333,0.6666666666666666
1,Much better than the other AYCE sushi place I went to in Vegas,0.1875,0.4375
1,The lighting is just dark enough to set the mood,-0.075,0.45
-1,Based on the subpar service I received and no effort to show their gratitude for my business I wont be going back,0.0,0.0
1,Owners are really great people,0.8,0.75
-1,There is nothing privileged about workingeating there,0.0,0.0
1,The Greek dressing was very creamy and flavorful,0.1,0.15
-1,Overall I dont think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too,0.125,0.25
1,Now the pizza itself was good the peanut sauce was very tasty,0.45,0.4500000000000001
1,We had  at our table and the service was pretty fast,0.225,0.8
1,Fantastic service here,0.4,0.9
-1,I as well wouldve given godfathers zero stars if possible,0.0,1.0
1,They know how to make them here,0.0,0.0
-1,very tough and very short on flavor,-0.25277777777777777,0.6950000000000001
1,I hope this place sticks around,0.0,0.0
-1,I have been in more than a few bars in Vegas and do not ever recall being charged for tap water,0.15,0.3
1,The restaurant atmosphere was exquisite,1.0,1.0
1,Good service very clean and inexpensive to boot,0.5883333333333334,0.7550000000000001
1,The seafood was fresh and generous in portion,0.3,0.5
1,Plus its only  bucks,0.0,1.0
-1,The service was not up to par either,0.0,0.0
1,Thus far have only visited twice and the food was absolutely delicious each time,0.3666666666666667,1.0
1,Just as good as when I had it more than a year ago,0.6,0.55
-1,For a self proclaimed coffee cafe I was wildly disappointed,-0.75,0.75
1,The Veggitarian platter is out of this world,0.0,0.0
1,You cant go wrong with any of the food here,-0.5,0.9
1,You cant beat that,0.0,0.0
1,Stopped by this place while in Madison for the Ironman very friendly kind staff,0.54375,0.775
1,The chefs were friendly and did a good job,0.5375,0.55
-1,Ive had better not only from dedicated boba tea spots but even from Jenni Pho,0.25,0.75
1,I liked the patio and the service was outstanding,0.55,0.8375
1,The goat taco didnt skimp on the meat and wow what FLAVOR,0.1,1.0
-1,I think not again,0.0,0.0
-1,I had the mac salad and it was pretty bland so I will not be getting that again,0.04166666666666667,0.9166666666666669
1,I went to Bachi Burger on a friends recommendation and was not disappointed,0.375,0.75
-1,Service stinks here,-0.6,0.5
-1,I waited and waited,0.0,0.0
-1,This place is not quality sushi it is not a quality restaurant,0.0,0.0
1,I would definitely recommend the wings as well as the pizza,0.0,0.5
1,Great Pizza and Salads,0.8,0.75
-1,Things that went wrong  They burned the saganaki,-0.5,0.9
-1,We waited an hour for what was a breakfast I could have done  times better at home,0.5,0.5
1,This place is amazing,0.6000000000000001,0.9
-1,I hate to disagree with my fellow Yelpers but my husband and I were so disappointed with this place,-0.775,0.825
-1,Waited  hours  never got either of our pizzas as many other around us who came in later did,0.125,0.2916666666666667
-1,Just dont know why they were so slow,-0.30000000000000004,0.4
1,The staff is great the food is delish and they have an incredible beer selection,0.8500000000000001,0.825
-1,I live in the neighborhood so I am disappointed I wont be back here because it is a convenient location,-0.20454545454545456,0.4166666666666667
1,I didnt know pulled pork could be soooo delicious,1.0,1.0
1,You get incredibly fresh fish prepared with care,0.3,0.5
-1,Before I go in to why I gave a  star rating please know that this was my third time eating at Bachi burger before writing a review,0.0,0.0
1,I love the fact that everything on their menu is worth it,0.4,0.35
-1,Never again will I be dining at this place,0.0,0.0
1,The food was excellent and service was very good,0.955,0.8900000000000001
1,Good beer  drink selection and good food selection,0.7,0.6000000000000001
-1,Please stay away from the shrimp stir fried noodles,0.0,0.0
-1,The potato chip order was sad I could probably count how many chips were in that box and it was probably around ,0.0,0.75
-1,Food was really boring,-1.0,1.0
1,Good Servicecheck,0.7,0.6000000000000001
-1,This greedy corporation will NEVER see another dime from me,0.0,0.0
-1,Will never ever go back,0.0,0.0
-1,As much as Id like to go back I cant get passed the atrocious service and will never return,-0.16666666666666666,0.4
1,In the summer you can dine in a charming outdoor patio  so very delightful,0.85,1.0
1,I did not expect this to be so good,0.7,0.6000000000000001
1,Fantastic food,0.4,0.9
-1,She ordered a toasted English muffin that came out untoasted,0.0,0.0
1,The food was very good,0.91,0.7800000000000001
-1,Never going back,0.0,0.0
1,Great food for the price which is very high quality and house made,0.504,0.726
-1,The bus boy on the other hand was so rude,-0.2125,0.4875
-1,By this point my friends and I had basically figured out this place was a joke and didnt mind making it publicly and loudly known,0.05,0.43333333333333335
1,Back to good BBQ lighter fare reasonable pricing and tell the public they are back to the old ways,0.16666666666666666,0.2444444444444445
1,And considering the two of us left there very full and happy for about  you just cant go wrong,0.18875,0.65375
1,All the bread is made inhouse,0.0,0.0
-1,The only downside is the service,0.0,1.0
-1,Also the fries are without a doubt the worst fries Ive ever had,-1.0,1.0
1,Service was exceptional and food was a good as all the reviews,0.6833333333333333,0.8
1,A couple of months later I returned and had an amazing meal,0.30000000000000004,0.45
1,Favorite place in town for shawarrrrrrma,0.5,1.0
1,The black eyed peas and sweet potatoes UNREAL,0.09166666666666666,0.5416666666666667
1,You wont be disappointed,-0.75,0.75
1,They could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,0.47,0.4266666666666668
-1,I go to far too many places and Ive never seen any restaurant that serves a  egg breakfast especially for ,0.2,0.8333333333333334
-1,When my mom and I got home she immediately got sick and she only had a few bites of salad,-0.3047619047619048,0.6523809523809524
-1,The servers are not pleasant to deal with and they dont always honor Pizza Hut coupons,-0.36666666666666653,0.9666666666666668
1,Both of them were truly unbelievably good and I am so glad we went back,0.4,0.5333333333333333
1,We had fantastic service and were pleased by the atmosphere,0.45,0.95
-1,Everything was gross,0.0,0.0
1,I love this place,0.5,0.6
1,Great service and food,0.8,0.75
-1,First  the bathrooms at this location were dirty Seat covers were not replenished  just plain yucky,-0.1880952380952381,0.4968253968253968
-1,The burger I got the Gold Standard a  burger and was kind of disappointed,-0.05000000000000001,0.5499999999999999
1,OMG the food was delicioso,0.0,0.0
-1,There is nothing authentic about this place,0.5,0.75
-1,the spaghetti is nothing special whatsoever,0.35714285714285715,0.5714285714285714
1,Of all the dishes the salmon was the best but all were great,0.9,0.525
1,The vegetables are so fresh and the sauce feels like authentic Thai,0.4,0.625
1,Its worth driving up from Tucson,0.3,0.1
-1,The selection was probably the worst Ive seen in Vegasthere was none,-1.0,1.0
1,Pretty good beer selection too,0.475,0.8
1,This place is like Chipotle but BETTER,0.5,0.5
1,Classywarm atmosphere fun and fresh appetizers succulent steaks Baseball steak,0.3,0.35
1, stars for the brick oven bread app,0.0,0.0
1,I have eaten here multiple times and each time the food was delicious,0.5,0.5
-1,We sat another ten minutes and finally gave up and left,0.0,0.3333333333333333
-1,He was terrible,-1.0,1.0
1,Everyone is treated equally special,0.35714285714285715,0.5714285714285714
-1,It shouldnt take  min for pancakes and eggs,0.0,0.0
1,It was delicious,1.0,1.0
1,On the good side the staff was genuinely pleasant and enthusiastic  a real treat,0.5583333333333333,0.6916666666666667
-1,Sadly Gordon Ramseys Steak is a place we shall sharply avoid during our next trip to Vegas,-0.20833333333333331,0.5833333333333334
1,As always the evening was wonderful and the food delicious,1.0,1.0
1,Best fish Ive ever had in my life,1.0,0.3
1,The bathroom is just next door and very nice,0.39,0.5
-1,The buffet is small and all the food they offered was BLAND,-0.2083333333333333,0.6166666666666667
1,This is an Outstanding little restaurant with some of the Best Food I have ever tasted,0.4375,0.5583333333333333
1,Pretty cool I would say,0.3,0.825
-1,Definitely a turn off for me  i doubt Ill be back unless someone else is buying,-0.16666666666666666,0.5
1,Server did a great job handling our large rowdy table,0.5071428571428571,0.5892857142857143
-1,I find wasting food to be despicable but this just wasnt food,0.0,0.0
-1,My wife had the Lobster Bisque soup which was lukewarm,0.0,0.0
1,Would come back again if I had a sushi craving while in Vegas,0.0,0.0
1,The staff are great the ambiance is great,0.8,0.75
1,He deserves  stars,0.0,0.0
-1,I left with a stomach ache and felt sick the rest of the day,-0.35714285714285715,0.42857142857142855
-1,They dropped more than the ball,0.5,0.5
1,The dining space is tiny but elegantly decorated and comfortable,0.3,0.7666666666666666
1,They will customize your order any way youd like my usual is Eggplant with Green Bean stir fry love it,0.016666666666666663,0.3833333333333333
-1,And the beans and rice were mediocre at best,0.25,0.65
1,Best tacos in town by far,0.55,0.65
-1,I took back my money and got outta there,0.0,0.0
1,In an interesting part of town this place is amazing,0.55,0.7
-1,RUDE  INCONSIDERATE MANAGEMENT,-0.3,0.6
-1,The staff are now not as friendly the wait times for being served are horrible no one even says hi for the first  minutes,-0.125,0.6111111111111109
-1,I wont be back,0.0,0.0
1,They have great dinners,0.8,0.75
1,The service was outshining  I definitely recommend the Halibut,0.0,0.5
-1,The food was terrible,-1.0,1.0
-1,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED,0.25,0.25
-1,I dont recommend unless your car breaks down in front of it and you are starving,-0.1555555555555556,0.2888888888888889
1,I will come back here every time Im in Vegas,0.0,0.0
-1,This place deserves one star and  has to do with the food,0.0,0.0
-1,This is a disgrace,0.0,0.0
1,Def coming back to bowl next time,0.0,0.0
1,If you want healthy authentic or ethic food try this place,0.5,0.625
1,I will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area,0.16,0.5399999999999999
1,I have been here several times in the past and the experience has always been great,0.18333333333333332,0.3333333333333333
1,We walked away stuffed and happy about our first Vegas buffet experience,0.525,0.6666666666666666
1,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria,0.4833333333333333,0.8666666666666667
1,To summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,0.8500000000000001,0.55
-1,Im probably one of the few people to ever go to Ians and not like it,-0.2,0.1
1,Kids pizza is always a hit too with lots of great side dish options for the kiddos,0.8,0.75
1,Service is perfect and the family atmosphere is nice to see,0.8,1.0
1,Cooked to perfection and the service was impeccable,0.75,0.75
-1,This one is simply a disappointment,-0.6,0.4
-1,Overall I was very disappointed with the quality of food at Bouchon,-0.4875,0.4875
-1,I dont have to be an accountant to know Im getting screwed,0.0,0.0
1,Great place to eat reminds me of the little mom and pop shops in the San Francisco Bay Area,0.30625,0.625
1,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible,0.25,0.6708333333333334
-1,Left very frustrated,-0.455,0.13
1,Ill definitely be in soon again,-0.25,0.75
1,Food was really good and I got full petty fast,0.4166666666666666,0.5833333333333334
1,Service was fantastic,0.4,0.9
-1,TOTAL WASTE OF TIME,-0.1,0.375
1,I dont know what kind it is but they have the best iced tea,0.8,0.6
1,Come hungry leave happy and stuffed,0.8,1.0
-1,For service I give them no stars,0.0,0.0
1,I can assure you that you wont be disappointed,-0.75,0.75
-1,I can take a little bad service but the food sucks,-0.3958333333333333,0.4888888888888889
-1,Gave up trying to eat any of the crust teeth still sore,0.0,0.0
-1,But now I was completely grossed out,0.1,0.4
1,I really enjoyed eating here,0.5,0.7
1,First time going but I think I will quickly become a regular,0.1944444444444444,0.3034188034188034
1,Our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,0.266875,0.525
1,From what my dinner companions told meeverything was very fresh with nice texture and taste,0.495,0.825
-1,On the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,0.075,0.31607142857142856
-1,Furthermore you cant even find hours of operation on the website,0.0,0.0
-1,Weve tried to like this place but after  times I think were done with them,0.0,0.0
-1,What a mistake that was,0.0,0.0
1,No complaints,0.0,0.0
1,This is some seriously good pizza and Im an expertconnisseur on the topic,0.7,0.6000000000000001
-1,Waiter was a jerk,0.0,0.0
-1,Strike  who wants to be rushed,0.2,0.1
1,These are the nicest restaurant owners Ive ever come across,0.0,0.0
-1,I never come again,0.0,0.0
